id,name,class
TB_EVILBRM_BoomH,Dr. Boom,WARRIOR
TB_EVILBRM_BoomHeroPower,Overmine,WARRIOR
TB_EVILBRM_DALA_Priest_09,Twisted,PRIEST
TB_EVILBRM_Garr,Garr,SHAMAN
TB_EVILBRM_GarrSummon,Summon Firesworn,DRUID
TB_EVILBRM_Geddon,Baron Geddon,MAGE
TB_EVILBRM_HagathaH,Hagatha,SHAMAN
TB_EVILBRM_LazulH,Madame Lazul,PRIEST
TB_EVILBRM_LOOTA_805,Amulet of Domination,NEUTRAL
TB_EVILBRM_LOOTA_813,Magic Mirror,NEUTRAL
TB_EVILBRM_Nefarian,Nefarian,WARLOCK
TB_EVILBRM_Omnotron01,Omnotron Defense System,PALADIN
TB_EVILBRM_Omokk,Highlord Omokk,WARRIOR
TB_EVILBRM_Onyxia01,Onyxia,NEUTRAL
TB_EVILBRM_OnyxiaHeroPower,Whelp Waves,NEUTRAL
TB_EVILBRM_Priest_02,Afterlife,PRIEST
TB_EVILBRM_Priest_04,Shadows,PRIEST
TB_EVILBRM_Priest_05,What's Mind is Mine,PRIEST
TB_EVILBRM_Priest_06,Old God,PRIEST
TB_EVILBRM_Priest_07,Pint-Sized,PRIEST
TB_EVILBRM_Priest_11,Miracles,PRIEST
TB_EVILBRM_RafaamH,Rafaam,WARLOCK
TB_EVILBRM_RafaamHeroPower,Arch-Villainy,NEUTRAL
TB_EVILBRM_RafaamHeroPower2,Master Schemer,NEUTRAL
TB_EVILBRM_Ragnaros01,Ragnaros the Firelord,MAGE
TB_EVILBRM_Rogue_01,Combo,ROGUE
TB_EVILBRM_Rogue_02,Thief,ROGUE
TB_EVILBRM_Rogue_03,Trickery,ROGUE
TB_EVILBRM_Rogue_05,Deathrattle,ROGUE
TB_EVILBRM_Rogue_07,Scallywags,ROGUE
TB_EVILBRM_Rogue_08,Cutthroat,ROGUE
TB_EVILBRM_Rogue_09,Draw!,ROGUE
TB_EVILBRM_Rogue_10,Battlecry,ROGUE
TB_EVILBRM_Rogue_11,Spellslinger,ROGUE
TB_EVILBRM_Rogue_12,Legends,ROGUE
TB_EVILBRM_Shaman_01,Flood,SHAMAN
TB_EVILBRM_Shaman_03,Fishy,SHAMAN
TB_EVILBRM_Shaman_05,Big Shaman,SHAMAN
TB_EVILBRM_Shaman_06,Elemental Wrath,SHAMAN
TB_EVILBRM_Shaman_07,Battlecry,SHAMAN
TB_EVILBRM_Shaman_08,Spells,SHAMAN
TB_EVILBRM_Shaman_10,Regeneration,SHAMAN
TB_EVILBRM_TogwaggleH,King Togwaggle,ROGUE
TB_EVILBRM_Vaelastrasz,Vaelastrasz the Corrupt,MAGE
TB_EVILBRM_Warrior_01,Mercenaries,WARRIOR
TB_EVILBRM_Warrior_04,Bombs Away!,WARRIOR
TB_EVILBRM_Warrior_05,Rush,WARRIOR
TB_EVILBRM_Warrior_06,Iron and Steel,WARRIOR
TB_EVILBRM_Warrior_08,Armored Up,WARRIOR
TB_EVILBRM_Warrior_09,Arsenal,WARRIOR
TB_EVILBRM_Warrior_10,All Might,WARRIOR
TB_Face_Ench1,Safe,NEUTRAL
TB_FactionWar_Boss_Rag_0,Swat Fly,NEUTRAL
TB_Firefest2_001,MELT!,NEUTRAL
TB_Firefest2_002,"FREEZE, INSECT!",NEUTRAL
TB_Firefest2_003,Celebrate Fire Festival,MAGE
TB_Firefest2_003e,Firey,NEUTRAL
TB_Firefest2_004,CHILL!,MAGE
TB_Firefest2_005,Frostbite,MAGE
TB_Firefest2_005e,Frostbitten,NEUTRAL
TB_Firefest2_Ahune_H,Ahune The Frostlord,NEUTRAL
TB_Firefest2_Ahune_HP,Freezing Touch,NEUTRAL
TB_Firefest2_Rag_H,Ragnaros the Firelord,NEUTRAL
TB_Firefest2a,Move Over! (Ahune 1st),NEUTRAL
TB_Firefest2b,Move Over! (Ahune to Ragnaros),NEUTRAL
TB_Firefest2c,Move Over! (Ragnaros to Ahune),NEUTRAL
TB_Firefest2d,Move Over! (Ragnaros fully replaces Ahune),NEUTRAL
TB_FireFestEnch,Conflagrate,NEUTRAL
TB_FireFestival_Brazier,Brazier,NEUTRAL
TB_FireFestival_Fireworks,Fireworks,NEUTRAL
TB_FireFestival_MRag,Mini-Rag,NEUTRAL
TB_FireFestival_Rakanishu,Rakanishu,NEUTRAL
TB_FoxBlessing,Blessing of the Raven,NEUTRAL
TB_FoxBlessing1,Leech Blessing,NEUTRAL
TB_FoxBlessing2,Deadly Blessing,NEUTRAL
TB_FoxBlessing3,Swordmaster Blessing,NEUTRAL
TB_FoxBlessing4,MEGA BLESSING!,NEUTRAL
TB_FoxBlessing5,Stealth Blessing,NEUTRAL
TB_FoxBlessing6,Charge Blessing,NEUTRAL
TB_FoxBlessingEnch,Fox Blessing Enchant,NEUTRAL
TB_Frost_Rag,Ragnaros?,NEUTRAL
TB_FW_DrBoomMega,Dr. Boom Boom Boom Boom,NEUTRAL
TB_FW_ImbaTron,Annoy-o-p-Tron,NEUTRAL
TB_FW_Mortar,Dwarf Demolitionist,NEUTRAL
TB_FW_OmegaMax,Force-Tank OMEGA MAX,NEUTRAL
TB_FW_Rag,Ragnaros the Firelord,NEUTRAL
TB_FW_Warper,Omegawarper,NEUTRAL
TB_FW_Warpere,Omegawarp,NEUTRAL
TB_GiftExchange_Enchantment,Cheap Gift,NEUTRAL
TB_GiftExchange_Snowball,Hardpacked Snowballs,NEUTRAL
TB_GiftExchange_Treasure,Winter Veil Gift,NEUTRAL
TB_GiftExchange_Treasure_Spell,Stolen Winter Veil Gift,NEUTRAL
TB_GiftReceiptSpell,Gift Receipt,NEUTRAL
TB_GiftReceiptSpell_Start,Happy Winter Veil!,NEUTRAL
TB_GP_01e,Shadow Tower Power,NEUTRAL
TB_GP_01e_copy1,Shadow Tower Give My minions Stealth,NEUTRAL
TB_GP_01e_v2,Shadow Tower Stealth,NEUTRAL
TB_GP_03,Shadow Tower New,NEUTRAL
TB_GreatCurves_01,TB_ClockworkCardDealer,NEUTRAL
TB_HeadlessHorseman_001,Headless Horseman's Head,NEUTRAL
TB_HeadlessHorseman_002,Sinister Squashling,NEUTRAL
TB_HeadlessHorseman_003,Pulsing Pumpkin,NEUTRAL
TB_HeadlessHorseman_004,Captain Cookie,NEUTRAL
TB_HeadlessHorseman_005,Spectral Steed,NEUTRAL
TB_HeadlessHorseman_005e,Yar.,NEUTRAL
TB_HeadlessHorseman_GameEnch,Pick Costume,NEUTRAL
TB_HeadlessHorseman_H1,Headless Horseman,NEUTRAL
TB_HeadlessHorseman_H1a,Headless Horseman (no head),NEUTRAL
TB_HeadlessHorseman_H2,Stormwind Investigator,NEUTRAL
TB_HeadlessHorseman_H2a,Stormwind Investigator Witch,NEUTRAL
TB_HeadlessHorseman_H2b,Stormwind Investigator Cat,NEUTRAL
TB_HeadlessHorseman_H2c,Stormwind Investigator Pirate,NEUTRAL
TB_HeadlessHorseman_H2d,Stormwind Investigator Mummy,NEUTRAL
TB_HeadlessHorseman_HP1,Slash,NEUTRAL
TB_HeadlessHorseman_HP3,Conscript,NEUTRAL
TB_HeadlessHorseman_HP4,Witchcraft,NEUTRAL
TB_HeadlessHorseman_HP5,Sense Weakness,NEUTRAL
TB_HeadlessHorseman_HP5e,Senses Weakness,NEUTRAL
TB_HeadlessHorseman_HP6,Mummification,NEUTRAL
TB_HeadlessHorseman_s001a,Witch Costume,NEUTRAL
TB_HeadlessHorseman_s001b,Cat Costume,NEUTRAL
TB_HeadlessHorseman_s001c,Pirate Costume,NEUTRAL
TB_HeadlessHorseman_s001d,Mummy Costume,NEUTRAL
TB_HeadlessHorseman_s004,Fiery Burst,NEUTRAL
TB_HeadlessHorseman_s005,Fear,NEUTRAL
TB_HeadlessHorseman_XXX,Create Horseman,NEUTRAL
TB_HealthAttackSwap_Ench,Putricide's Potion,NEUTRAL
TB_Henchmania_BoomEnchantBan,Boom o'clock!,INVALID
TB_Henchmania_ChuH,Undermine,WARRIOR
TB_Henchmania_ChuHt,Improvised Explosive,WARRIOR
TB_Henchmania_Discover,Henchmania Discover,NEUTRAL
TB_Henchmania_DiscoverA,Work for Hagatha,NEUTRAL
TB_Henchmania_DiscoverAe,Work for Hagatha Enchantment,NEUTRAL
TB_Henchmania_DiscoverB,Work for Dr. Boom,NEUTRAL
TB_Henchmania_DiscoverBe,Work for Dr. Boom enchant,NEUTRAL
TB_Henchmania_DiscoverC,Work for Togwaggle,NEUTRAL
TB_Henchmania_DiscoverCe,Work for Togwaggle enchant,NEUTRAL
TB_Henchmania_DiscoverD,Work for Madame Lazul,NEUTRAL
TB_Henchmania_DiscoverDe,Work for Madame Lazul enchant,NEUTRAL
TB_Henchmania_George,George The Fallen,PALADIN
TB_Henchmania_MrChu,Mr. Chu,WARRIOR
TB_Henchmania_Myra,Myra Rotspring,ROGUE
TB_Henchmania_MyraH,Necrium Infusion,ROGUE
TB_Henchmania_VOController,VO Controller - Not Player Facing,NEUTRAL
TB_HunterPrince_01,Warglaives of Azzinoth,NEUTRAL
TB_HunterPrince_02,Skull of Gul'dan,NEUTRAL
TB_HunterPrince_02e,Embrace Power,NEUTRAL
TB_HunterPrince_03,Metamorphosis,NEUTRAL
TB_HunterPrince_03a,Demonic Blast,NEUTRAL
TB_HunterPrince_03b,Demonic Blast,NEUTRAL
TB_HunterPrince_04,Demon Claws,NEUTRAL
TB_HunterPrince_04ench,Demon Claws,NEUTRAL
TB_HunterPrince_ArthasH,Death Knight Arthas,DEATHKNIGHT
TB_HunterPrince_IllidanH,Illidan Stormrage,HUNTER
TB_Iceblock,Ice Block_Immune,MAGE
TB_Ignoblegarden1,Bloom Bot,NEUTRAL
TB_Ignoblegarden2,Room Bot,NEUTRAL
TB_Ignoblegarden2e,Room Bot,NEUTRAL
TB_Ignoblegarden3,Doom Bot,NEUTRAL
TB_IgnoblegardenEgg,Noblegarden Egg,NEUTRAL
TB_John_002h,King Togwaggle,NEUTRAL
TB_John_002p,Magic Candle,NEUTRAL
TB_Kaelthas_Ench,Kaelthas Brawl Enchant,NEUTRAL
TB_KaraPortal_001,Party Portal!,NEUTRAL
TB_KaraPortal_002,Call Mediva,NEUTRAL
TB_KaraPortal_003,Saddened Hero Enchant,NEUTRAL
TB_KaraPortals_003,Party Elemental,NEUTRAL
TB_KeepWinnerDeck_Mirror,Mirror Match,NEUTRAL
TB_KoboldGiftEnch,Great Father Kobold Enchant,NEUTRAL
TB_KoboldGiftMinion,Large Waxy Gift,NEUTRAL
TB_KoboldGiftSpell,Great Father Kobold Spell,NEUTRAL
TB_KTRAF_08w,Massive Runeblade,NEUTRAL
TB_KTRAF_1,Anub'Rekhan,NEUTRAL
TB_KTRAF_10,Noth the Plaguebringer,NEUTRAL
TB_KTRAF_101,Darkness Calls,NEUTRAL
TB_KTRAF_104,Uncover Staff Piece,NEUTRAL
TB_KTRAF_10e,Dark Power,NEUTRAL
TB_KTRAF_11,Sapphiron,NEUTRAL
TB_KTRAF_12,Patchwerk,NEUTRAL
TB_KTRAF_2,Lady Blaumeux,NEUTRAL
TB_KTRAF_2s,Sir Zeliek,NEUTRAL
TB_KTRAF_3,Gluth,NEUTRAL
TB_KTRAF_4,Gothik the Harvester,NEUTRAL
TB_KTRAF_4m,Spectral Gothik,NEUTRAL
TB_KTRAF_5,Grand Widow Faerlina,NEUTRAL
TB_KTRAF_6,Grobbulus,NEUTRAL
TB_KTRAF_6m,Fallout Slime,NEUTRAL
TB_KTRAF_7,Heigan the Unclean,NEUTRAL
TB_KTRAF_8,Instructor Razuvious,NEUTRAL
TB_KTRAF_H_1,Kel'Thuzad,NEUTRAL
TB_KTRAF_H_2,Rafaam,NEUTRAL
TB_KTRAF_HP_KT_3,Necromancy,NEUTRAL
TB_KTRAF_HP_RAF3,"Staff, First Piece",NEUTRAL
TB_KTRAF_HP_RAF4,"Staff, Two Pieces",NEUTRAL
TB_KTRAF_HP_RAF5,Staff of Origination,NEUTRAL
TB_KTRAF_Under,Understudy,NEUTRAL
TB_LEAGUE_REVIVAL_BrannAIHero,Brann Bronzebeard,HUNTER
TB_LEAGUE_REVIVAL_BrannAIHp,Dino Buddies,HUNTER
TB_LEAGUE_REVIVAL_BrannBoss,"King Krush, Untamed",NEUTRAL
TB_LEAGUE_REVIVAL_BrannHistory,Brann Bronzebeard,HUNTER
TB_LEAGUE_REVIVAL_Druid_01,Swarm,DRUID
TB_LEAGUE_REVIVAL_Druid_02,Recovery,DRUID
TB_LEAGUE_REVIVAL_Druid_03,"Choices, Choices",DRUID
TB_LEAGUE_REVIVAL_Druid_04,All Bark,DRUID
TB_LEAGUE_REVIVAL_Druid_05,Nature's Wrath,DRUID
TB_LEAGUE_REVIVAL_Druid_06,Feral Bite,DRUID
TB_LEAGUE_REVIVAL_Druid_07,Nurture and Grow,DRUID
TB_LEAGUE_REVIVAL_Druid_08,Roar!,DRUID
TB_LEAGUE_REVIVAL_Druid_09,Protectors,DRUID
TB_LEAGUE_REVIVAL_Druid_10,Beasts and Buffs,DRUID
TB_LEAGUE_REVIVAL_Elise,Elise the Enlightened,DRUID
TB_LEAGUE_REVIVAL_FinleyAIHero,Sir Finley,HUNTER
TB_LEAGUE_REVIVAL_FinleyChest,Sandy Chest,NEUTRAL
TB_LEAGUE_REVIVAL_FinleyHero,Sir Finley Mrrgglton,PALADIN
TB_LEAGUE_REVIVAL_FinleyHistory,Buried Finley,NEUTRAL
TB_LEAGUE_REVIVAL_FinleySandHero,Buried Finley,NEUTRAL
TB_LEAGUE_REVIVAL_FinleySandHP,Shifting Sands,NEUTRAL
TB_LEAGUE_REVIVAL_FinleySandPile,Pile of Sand,NEUTRAL
TB_LEAGUE_REVIVAL_FinleySwap,Move Over! (Finley Swaps in) NOT PLAYER FACING,NEUTRAL
TB_LEAGUE_REVIVAL_RenoAIHero,Reno Jackson,MAGE
TB_LEAGUE_REVIVAL_RenoAIHp,Gatling Wand,MAGE
TB_LEAGUE_REVIVAL_RenoHistory,Reno Jackson,MAGE
TB_LEAGUE_REVIVAL_TekahnAIHero,Dark Pharaoh Tekahn,WARLOCK
TB_LEAGUE_REVIVAL_TekahnAIHp,EVIL Grasp,WARLOCK
TB_LEAGUE_REVIVAL_TerravisHp,Well Equipped,ROGUE
TB_LEAGUE_REVIVAL_Terraviss,Terraviss,ROGUE
TB_Lethal002,Puzzle 1,NEUTRAL
TB_Lethal003,Puzzle 2,NEUTRAL
TB_Lethal004,Puzzle 5,NEUTRAL
TB_Lethal005,Puzzle 6,NEUTRAL
TB_Lethal006,Puzzle 7,NEUTRAL
TB_Lethal007,Puzzle 3,NEUTRAL
TB_Lethal008,Puzzle 9,NEUTRAL
TB_Lethal009,Puzzle 4,NEUTRAL
TB_Lethal010,Puzzle 8,NEUTRAL
TB_LethalSetup001a,Continue,NEUTRAL
TB_LethalSetup001b,Restart,NEUTRAL
TB_LethalSetup02,Brawl Progress Saved,NEUTRAL
TB_LevelUp_001,Level Up!,NEUTRAL
TB_LevelUp_002,Fireblast,MAGE
TB_LOEA13_2,Ancient Power,DRUID
TB_Lunar_DiscoverDruid,Lunar New Year Discover - Druid - Not Player Facing,NEUTRAL
TB_Lunar_DiscoverHunter,Lunar New Year Discover - Hunter - Not Player Facing,NEUTRAL
TB_Lunar_DiscoverMage,Lunar New Year Discover - Mage - Not Player Facing,NEUTRAL
TB_Lunar_DiscoverPaladin,Lunar New Year Discover - Paladin - Not Player Facing,NEUTRAL
TB_Lunar_DiscoverPriest,Lunar New Year Discover - Priest - Not Player Facing,NEUTRAL
TB_Lunar_DiscoverRogue,Lunar New Year Discover - Rogue - Not Player Facing,NEUTRAL
TB_Lunar_DiscoverShaman,Lunar New Year Discover - Shaman - Not Player Facing,NEUTRAL
TB_Lunar_DiscoverWarlock,Lunar New Year Discover - Warlock - Not Player Facing,NEUTRAL
TB_Lunar_DiscoverWarrior,Lunar New Year Discover - Warrior - Not Player Facing,NEUTRAL
TB_Lunar_Dog,Blessing of the Dog,NEUTRAL
TB_Lunar_DogE,Blessing of the Dog,NEUTRAL
TB_Lunar_DogEe,Blessing of the Dog,NEUTRAL
TB_Lunar_Dragon,Blessing of the Dragon,NEUTRAL
TB_Lunar_DragonE,Blessing of the Dragon,NEUTRAL
TB_Lunar_Horse,Blessing of the Horse,NEUTRAL
TB_Lunar_HorseE,Blessing of the Horse,NEUTRAL
TB_Lunar_Monkey,Blessing of the Monkey,NEUTRAL
TB_Lunar_MonkeyE,Blessing of the Monkey,NEUTRAL
TB_Lunar_Ox,Blessing of the Ox,NEUTRAL
TB_Lunar_OxE,Blessing of the Ox,NEUTRAL
TB_Lunar_OxEe,Blessing of the Ox,NEUTRAL
TB_Lunar_Pig,Blessing of the Pig,NEUTRAL
TB_Lunar_PigE,Blessing of the Pig,NEUTRAL
TB_Lunar_Rabbit,Blessing of the Rabbit,NEUTRAL
TB_Lunar_RabbitE,Blessing of the Rabbit,NEUTRAL
TB_Lunar_Rat,Blessing of the Rat,NEUTRAL
TB_Lunar_RatE,Blessing of the Rat,NEUTRAL
TB_Lunar_Rooster,Blessing of the Rooster,NEUTRAL
TB_Lunar_RoosterE,Blessing of the Rooster,NEUTRAL
TB_Lunar_Sheep,Blessing of the Sheep,NEUTRAL
TB_Lunar_SheepE,Blessing of the Sheep,NEUTRAL
TB_Lunar_Snake,Blessing of the Snake,NEUTRAL
TB_Lunar_SnakeE,Blessing of the Snake,NEUTRAL
TB_Lunar_Tiger,Blessing of the Tiger,NEUTRAL
TB_Lunar_TigerE,Blessing of the Tiger,NEUTRAL
TB_Lunar_TigerEe,Blessing of the Tiger,NEUTRAL
TB_MammothParty_301,Rock Candy,NEUTRAL
TB_MammothParty_302,Regenerative Cookies,NEUTRAL
TB_MammothParty_303,Divine Sweets,NEUTRAL
TB_MammothParty_Boss002,Piñata Golem,NEUTRAL
TB_MammothParty_hp001,Decorate,NEUTRAL
TB_MammothParty_hp002,Pelt,NEUTRAL
TB_MammothParty_m001,Party Crasher,NEUTRAL
TB_MammothParty_m001_alt,Party Crasher,NEUTRAL
TB_MammothParty_s002ee,Raucous,NEUTRAL
TB_MammothParty_s004,Something in the Punch,NEUTRAL
TB_MammothParty_s101,Party Supplies,NEUTRAL
TB_MammothParty_s101a,Fruit Plate,NEUTRAL
TB_MammothParty_s101b,Like a Sore Thumb,NEUTRAL
TB_MammothParty_s998,Noise Complaint,NEUTRAL
TB_Marin_001,Journey to the Catacombs,NEUTRAL
TB_MechWar_Boss1,Annoy-o-Tron,NEUTRAL
TB_MechWar_Boss1_HeroPower,Hello! Hello! Hello!,NEUTRAL
TB_MechWar_Boss2,Boom Bot,NEUTRAL
TB_MechWar_Boss2_HeroPower,Boom Bot Jr.,NEUTRAL
TB_MechWar_CommonCards,TBMechWarCommonCards,NEUTRAL
TB_MechWar_Minion1,Mech Fan,NEUTRAL
TB_Mini_1e,Miniature,NEUTRAL
TB_MnkWf01,"Nadia, Mankrik's Wife",NEUTRAL
TB_MP_01e,Charge!,WARRIOR
TB_MP_02e,Repurposed,DREAM
TB_Murlocs_Ench,Unite the Murlocs Enchant,NEUTRAL
TB_NewBlinkFox,Blink Fox Enchant,NEUTRAL
TB_Noblegarden_002,Noblegarden Egg,NEUTRAL
TB_Noblegarden_002t1,Bunny,NEUTRAL
TB_Noblegarden_002t2,Noblegarden Goblin,NEUTRAL
TB_Noblegarden_003,Shifting Dye,NEUTRAL
TB_Noblegarden_003e,Shifting,NEUTRAL
TB_Noblegarden_003t1,Blue Shifting Dye,NEUTRAL
TB_Noblegarden_003t1e,Blue Egg,NEUTRAL
TB_Noblegarden_003t1e2,Blue Hatchling,NEUTRAL
TB_Noblegarden_003t2,Purple Shifting Dye,NEUTRAL
TB_Noblegarden_003t2e,Purple Egg,NEUTRAL
TB_Noblegarden_003t2e2,Purple Hatchling,NEUTRAL
TB_Noblegarden_003t3,Green Shifting Dye,NEUTRAL
TB_Noblegarden_003t3e,Green Egg,NEUTRAL
TB_Noblegarden_003t3e2,Green Hatchling,NEUTRAL
TB_Noblegarden_003t4,Silver Shifting Dye,NEUTRAL
TB_Noblegarden_003t4e,Silver Egg,NEUTRAL
TB_Noblegarden_003t4e2,Silver Hatchling,NEUTRAL
TB_Noblegarden_003t5,Orange Shifting Dye,NEUTRAL
TB_Noblegarden_003t5e,Orange Egg,NEUTRAL
TB_Noblegarden_003t5e2,Orange Hatchling,NEUTRAL
TB_Noblegarden_003t6,Pink Shifting Dye,NEUTRAL
TB_Noblegarden_003t6e,Pink Egg,NEUTRAL
TB_Noblegarden_003t6e2,Pink Hatchling,NEUTRAL
TB_Noblegarden_003t7,Gold Shifting Dye,NEUTRAL
TB_Noblegarden_003t7e,Gold Egg,NEUTRAL
TB_Noblegarden_003t7e2,Gold Hatchling,NEUTRAL
TB_Noblegarden_003t8,Red Shifting Dye,NEUTRAL
TB_Noblegarden_003t8e,Red Egg,NEUTRAL
TB_Noblegarden_003t8e2,Red Hatchling,NEUTRAL
TB_Noblegarden_004,Noblegarden Spoon,NEUTRAL
TB_Noblegarden_005,Carrots,NEUTRAL
TB_Noblegarden_005e,Delicious Carrots,NEUTRAL
TB_Noblegarden_006,Hawkstrider Hen,NEUTRAL
TB_OG_027,Evolve,SHAMAN
TB_PickYourFate,Pick Your Fate Build Around,NEUTRAL
TB_PickYourFate7Ench,Fate 7 Ench Get a Coin,NEUTRAL
TB_PickYourFate_1,Dire Fate: Taunt and Charge,NEUTRAL
TB_PickYourFate_10,Battlecry Bonus,NEUTRAL
TB_PickYourFate_10_Ench,Fate,NEUTRAL
TB_PickYourFate_10_EnchMinion,Bonus,NEUTRAL
TB_PickYourFate_11_Ench,Fate 11 Ench. Murloc,NEUTRAL
TB_PickYourFate_11b,Murloc Bonus,NEUTRAL
TB_PickYourFate_11rand,Dire Fate: Murlocs,NEUTRAL
TB_PickYourFate_12,Fate: Confusion,NEUTRAL
TB_PickYourFate_12_Ench,"Fate 12 Ench, Confuse",NEUTRAL
TB_PickYourFate_1_Ench,Pick Your Fate 1 Ench,NEUTRAL
TB_PickYourFate_2,Fate: Bananas,NEUTRAL
TB_PickYourFate_2_Ench,Pick Your Fate 2 Ench,NEUTRAL
TB_PickYourFate_2_EnchMinion,Fate,NEUTRAL
TB_PickYourFate_2nd,Pick Your Fate Randon 2nd,NEUTRAL
TB_PickYourFate_3,Dire Fate: Windfury,NEUTRAL
TB_PickYourFate_3_Ench,Pick Your Fate 3 Ench,NEUTRAL
TB_PickYourFate_4,Dire Fate: Card,NEUTRAL
TB_PickYourFate_4_Ench,Pick Your Fate 4 Ench,NEUTRAL
TB_PickYourFate_4_EnchMinion,Fate,NEUTRAL
TB_PickYourFate_5,Fate: Spells,NEUTRAL
TB_PickYourFate_5_Ench,Pick Your Fate 5 Ench,NEUTRAL
TB_PickYourFate_6,Fate: Portals,NEUTRAL
TB_PickYourFate_6_2nd,Dire Fate: Unstable Portals,NEUTRAL
TB_PickYourFate_7,Fate: Coin,NEUTRAL
TB_PickYourFate_7_2nd,Dire Fate: Manaburst,NEUTRAL
TB_PickYourFate_7_Ench_2nd,Fate 7 Ench 2nd,NEUTRAL
TB_PickYourFate_7_EnchMiniom2nd,Fate,NEUTRAL
TB_PickYourFate_7_EnchMinion,Fate,NEUTRAL
TB_PickYourFate_8,Spell Bonus,NEUTRAL
TB_PickYourFate_8_Ench,Fate 8 Get Armor,NEUTRAL
TB_PickYourFate_8_EnchRand,Fate 8 Rand 2 armor each turn,NEUTRAL
TB_PickYourFate_8rand,Fate: Armor,NEUTRAL
TB_PickYourFate_9,Deathrattle Bonus,NEUTRAL
TB_PickYourFate_9_Ench,Fate 9 Ench. Deathrattle bonus,NEUTRAL
TB_PickYourFate_9_EnchMinion,Bonus,NEUTRAL
TB_PickYourFate_Confused,Fate,NEUTRAL
TB_PickYourFate_Windfury,Fate,NEUTRAL
TB_PickYourFateRandom,Pick Your Fate Random,NEUTRAL
TB_Pilot1,Mystery Pilot,NEUTRAL
TB_Presents_001,Present!,NEUTRAL
TB_Presents_002,Card Present,NEUTRAL
TB_Presents_003,Zombie Present,NEUTRAL
TB_RandCardCost,TBRandomCardCost,NEUTRAL
TB_RandHero2_001,TB_EnchWhosTheBossNow,NEUTRAL
TB_RandomDeckRecipeResetDecks,Reset Decks,NEUTRAL
TB_RandomDeckRecipeResetYours,Reset Your Deck,NEUTRAL
TB_RandomHand_ench,Random Hand Enchant - Not Player Facing,NEUTRAL
TB_RandomHand_spell,Random Hand Spell - Not Player Facing,NEUTRAL
TB_RMC_001,TB_EnchRandomManaCost,NEUTRAL
TB_RoadToNR,Tak's Only Friend,NEUTRAL
TB_RoadToNR_Bob,Aviator Bob,PALADIN
TB_RoadToNR_Bookmaster,Bookmaster Bae Chao,MAGE
TB_RoadToNR_Brann,Brann Bronzebeard,HUNTER
TB_RoadToNR_DinoHP,Closer Than It Looks,NEUTRAL
TB_RoadToNR_Elise,Elise Starseeker,DRUID
TB_RoadToNR_EliseBoss,Elise Starseeker,DRUID
TB_RoadToNR_Finley,Sir Finley,PALADIN
TB_RoadToNR_Finley_HP,Power Up!,PALADIN
TB_RoadToNR_FinleyBoss,Sir Finley,PALADIN
TB_RoadToNR_GoHome,Go Home,MAGE
TB_RoadToNR_JunkHP,Rummaged,NEUTRAL
TB_RoadToNR_Murgatha,Murgatha,MAGE
TB_RoadToNR_MurgathaHP,Mrrgl-ution,SHAMAN
TB_RoadToNR_OrgrimmarArmor,Discarded Armor,NEUTRAL
TB_RoadToNR_OrgrimmarGuard,Orgrimmar Guard,MAGE
TB_RoadToNR_OrgrimmarHP,Curious Bystander,NEUTRAL
TB_RoadToNR_Reno,Reno Jackson,MAGE
TB_RoadToNR_RenoHP,Practice,MAGE
TB_RoadToNR_RenosJunk,Reno's Junkpile,MAGE
TB_RoadToNR_TakNozwhisker,Tak Nozwhisker,ROGUE
TB_RoadToNR_TakNozwhiskerHP,Make Enemies,ROGUE
TB_RoadToNR_UngoroDino,Primodino,MAGE
TB_RoadToNR_WhiteKing,White King,MAGE
TB_SC20_001,Portal Selection,NEUTRAL
TB_SC20_001a,Tech Portals,NEUTRAL
TB_SC20_001b,Swarm Portals,NEUTRAL
TB_SC20_001c,Mind Portals,NEUTRAL
TB_SC20_002,Tech Portal,NEUTRAL
TB_SC20_003,Swarm Portal,NEUTRAL
TB_SC20_004,Mind Portal,NEUTRAL
TB_ShadowReflection_001,Shadow Reflection,ROGUE
TB_ShadowReflection_001e,Shadow Reflection,ROGUE
TB_ShrinesPaladin,Paladin Shrines,NEUTRAL
TB_ShrinesWarlock,Warlock Shrines,NEUTRAL
TB_ShrinesWarrior,Warrior Shrines,NEUTRAL
TB_SpeedRun_End,End Speed Run Duration,NEUTRAL
TB_SpeedRun_Show,Show Speed Run Duration,NEUTRAL
TB_SpeedRun_Start,Start the Speed Run,NEUTRAL
TB_Spellwrite_001,SpellCaster,NEUTRAL
TB_SPT_Boss,City of Stormwind,NEUTRAL
TB_SPT_BossHeroPower,Barracks,NEUTRAL
TB_SPT_BossWeapon,Armory,NEUTRAL
TB_SPT_DALA_Boss0,City of Dalaran,NEUTRAL
TB_SPT_DALA_Boss1,Decorated Dalaran,NEUTRAL
TB_SPT_DALA_Boss2,Holiday Dalaran,NEUTRAL
TB_SPT_DALA_BossHeroPower,Dalaran Defenders,NEUTRAL
TB_SPT_DALA_GiftEnch,EVIL Gift Enchant - Not Player Facing,NEUTRAL
TB_SPT_DALA_GiftSpell,Gift Delivery Spell - Not Player Facing,NEUTRAL
TB_SPT_DALA_Minion1,Holiday Partygoer,NEUTRAL
TB_SPT_DALA_Minion3,Grumpy Partygoer,NEUTRAL
TB_SPT_DPromo_EnterPortal,The Portal Opens,NEUTRAL
