,id,id_hash,name,class,type,description
6217,TB_BaconShop_Triples_01,7166283946246386971,Triple Reward,NEUTRAL,5,"<b>Discover</b> a minion
from <b>Tavern Tier @</b>."
6218,TB_BaconShopBadsongE,-6641674772849648747,Costs 0,DRUID,6,Costs (0).
6219,TB_BaconShopBob,-6935970058510716337,Bob's Tavern,NEUTRAL,3,
6220,TB_BaconShopLockAll_Button,5861443442128670345,Freeze,NEUTRAL,12,<b>Freeze</b> / <b>Unfreeze</b> the minions in Bob's Tavern.
6221,TB_BaconShopTechUp02_Button,-2248026989652776814,Tavern Tier 2,NEUTRAL,12,Bob sells higher tier minions when you <b>Refresh</b>.
6222,TB_BaconShopTechUp03_Button,2865426349293297542,Tavern Tier 3,NEUTRAL,12,Bob sells higher tier minions when you <b>Refresh</b>.
6223,TB_BaconShopTechUp04_Button,-1936145894687679179,Tavern Tier 4,NEUTRAL,12,Bob sells higher tier minions when you <b>Refresh</b>.
6224,TB_BaconShopTechUp05_Button,6837986214863021630,Tavern Tier 5,NEUTRAL,12,Bob sells higher tier minions when you <b>Refresh</b>.
6225,TB_BaconShopTechUp06_Button,-8429127949283430324,Tavern Tier 6,NEUTRAL,12,Bob sells higher tier minions when you <b>Refresh</b>.
6226,TB_BaconUps_002,-189347558257715889,Mecharoo,NEUTRAL,4,<b>Deathrattle:</b> Summon a 2/2 Jo-E Bot.
6227,TB_BaconUps_002t,-8642677183642274620,Jo-E Bot,NEUTRAL,4,
6228,TB_BaconUps_003,6823987654250350933,Murloc Tidehunter,NEUTRAL,4,<b>Battlecry:</b> Summon a 2/2_Murloc Scout.
6229,TB_BaconUps_003t,-8341733896340973668,Murloc Scout,NEUTRAL,4,
6230,TB_BaconUps_004,243204237490276588,Kindly Grandmother,HUNTER,4,<b>Deathrattle:</b> Summon a 6/4 Big Bad Wolf.
6231,TB_BaconUps_004t,3301078397745245443,Big Bad Wolf,HUNTER,4,
6232,TB_BaconUps_006,-5021757650502099848,Harvest Golem,NEUTRAL,4,<b>Deathrattle:</b> Summon a 4/2 Damaged Golem.
6233,TB_BaconUps_006t,5938946834250468295,Damaged Golem,NEUTRAL,4,
6234,TB_BaconUps_008,-1169611841228174080,Murloc Warleader,NEUTRAL,4,Your other Murlocs have +4 Attack.
6235,TB_BaconUps_008e,8382650837800683316,Mrgglaargl!,NEUTRAL,6,+4 Attack from Murloc Warleader.
6236,TB_BaconUps_009,-5818700556972524662,Defender of Argus,NEUTRAL,4,<b>Battlecry:</b> Give adjacent minions +2/+2 and <b>Taunt</b>.
6237,TB_BaconUps_009e,2935628865517266274,Hand of Argus,NEUTRAL,6,+2/+2 and <b>Taunt</b>.
6238,TB_BaconUps_011,-4709241741714766548,Murloc Tidecaller,NEUTRAL,4,"Whenever you summon a Murloc, gain +2 Attack."
6239,TB_BaconUps_011e,4467347519066547611,Blarghghl,NEUTRAL,6,Increased Attack.
6240,TB_BaconUps_014,-4553103440763582964,Selfless Hero,PALADIN,4,<b>Deathrattle:</b> Give 2_random friendly minions <b>Divine Shield</b>.
6241,TB_BaconUps_019,-2463127460869689235,Mounted Raptor,DRUID,4,<b>Deathrattle:</b> Summon two random 1-Cost minions.
6242,TB_BaconUps_025,-5454140408113819326,Spawn of N'Zoth,NEUTRAL,4,<b>Deathrattle:</b> Give your minions +2/+2.
6243,TB_BaconUps_025e,-6734856597314171291,Slimed,NEUTRAL,6,+2/+2.
6244,TB_BaconUps_026,-1004532098820709608,Infested Wolf,HUNTER,4,<b>Deathrattle:</b> Summon two 2/2 Spiders.
6245,TB_BaconUps_026t,-4138072119720467275,Spider,HUNTER,4,
6246,TB_BaconUps_027,-6691772480756187781,Rat Pack,HUNTER,4,"[x]<b>Deathrattle:</b> Summon a
number of 2/2 Rats equal
_to this minion's Attack."
6247,TB_BaconUps_027t,1779278574940848316,Rat,HUNTER,4,
6248,TB_BaconUps_028,-9111022410896906818,Kaboom Bot,NEUTRAL,4,<b>Deathrattle:</b> Deal 4_damage to a random enemy minion twice.
6249,TB_BaconUps_030,97536680710676222,Imp Gang Boss,WARLOCK,4,"Whenever this minion takes damage, summon a 2/2 Imp."
6250,TB_BaconUps_030t,6646354617871435613,Imp,WARLOCK,4,
6251,TB_BaconUps_031,-2416876979182506749,Tortollan Shellraiser,PRIEST,4,"[x]<b>Taunt</b>
<b>Deathrattle:</b> Give a random
_friendly minion +2/+2."
6252,TB_BaconUps_031e,-7760113982393762048,Shellshield,PRIEST,6,+2/+2.
6253,TB_BaconUps_032,178597643605515794,Replicating Menace,NEUTRAL,4,"<b>Magnetic</b>
<b>Deathrattle:</b> Summon three 2/2 Microbots."
6254,TB_BaconUps_032e,-8783468971926703564,Replicating Menace,NEUTRAL,6,<b>Deathrattle:</b> Summon three 2/2 Microbots.
6255,TB_BaconUps_032t,-4896803484125190734,Microbot,NEUTRAL,4,
6256,TB_BaconUps_033,6092172918875509680,Festeroot Hulk,WARRIOR,4,"After a friendly minion attacks, gain +2 Attack."
6257,TB_BaconUps_033e,3993991573133517900,Grown,NEUTRAL,6,Increased Attack.
6258,TB_BaconUps_034,2734902886016419843,Khadgar,MAGE,4,Your cards that summon minions summon three times as many.
6259,TB_BaconUps_035,-1848717805119797396,Piloted Shredder,NEUTRAL,4,<b>Deathrattle:</b> Summon two random 2-Cost minions.
6260,TB_BaconUps_036,-5983530951578302656,Old Murk-Eye,NEUTRAL,4,<b>Charge</b>. Has +2 Attack for each other Murloc on the battlefield.
6261,TB_BaconUps_037,2566777449479637684,Crowd Favorite,NEUTRAL,4,"Whenever you play a card with <b>Battlecry</b>, gain +2/+2."
6262,TB_BaconUps_037e,5595894420867588622,Huge Ego,NEUTRAL,6,Increased stats.
6263,TB_BaconUps_038,2044209898092407542,Phalanx Commander,NEUTRAL,4,"Your <b>Taunt</b> minions
have +4 Attack."
6264,TB_BaconUps_038e,-5754085527075418711,Commanded,NEUTRAL,6,Phalanx Commander is granting this +4 Attack.
6265,TB_BaconUps_039,-1035909701464757287,Mechano-Egg,PALADIN,4,<b>Deathrattle:</b> Summon a 16/16 Robosaur.
6266,TB_BaconUps_039t,6391673481428958975,Robosaur,PALADIN,4,
6267,TB_BaconUps_040,8993284024743372338,Safeguard,NEUTRAL,4,"[x]<b>Taunt</b>
<b>Deathrattle:</b> Summon a 0/10
Vault Safe with <b>Taunt</b>."
6268,TB_BaconUps_040t,5187475459150189559,Vault Safe,NEUTRAL,4,<b>Taunt</b>
6269,TB_BaconUps_041,-2579027920262508106,Security Rover,WARRIOR,4,"[x]Whenever this minion
takes damage, summon a
4/6 Mech with <b>Taunt</b>."
6270,TB_BaconUps_041t,-5284544176859996249,Guard Bot,WARRIOR,4,<b>Taunt</b>
6271,TB_BaconUps_042,2545813717608098757,The Beast,NEUTRAL,4,<b>Deathrattle:</b> Summon a 3/3 Finkle Einhorn for your opponent.
6272,TB_BaconUps_043,5748107293106337337,Scavenging Hyena,HUNTER,4,"Whenever a friendly Beast dies, gain +4/+2."
6273,TB_BaconUps_043e,-4379425557917101669,Well Fed,HUNTER,6,Increased Attack and Health.
6274,TB_BaconUps_044,1845954407950203546,Iron Sensei,ROGUE,4,"At the end of your turn, give another friendly Mech +4/+4."
6275,TB_BaconUps_044e,-503809715721585227,Ironed Out,ROGUE,6,Increased stats.
6276,TB_BaconUps_045,-6541876467053254182,Brann Bronzebeard,NEUTRAL,4,Your <b>Battlecries</b> trigger three times.
6277,TB_BaconUps_045e,-7302798730615227135,Bronzebeard Battlecry,NEUTRAL,6,Your <b>Battlecries</b> trigger three times.
6278,TB_BaconUps_046,-8862795531614030067,Junkbot,NEUTRAL,4,"Whenever a friendly Mech dies, gain +4/+4."
6279,TB_BaconUps_046e,4696108826044294476,Junked Up,NEUTRAL,6,Increased stats.
6280,TB_BaconUps_047,7054027516339376046,"Bolvar, Fireblood",PALADIN,4,"<b>Divine Shield</b>
After a friendly minion loses_<b>Divine Shield</b>, gain +4 Attack."
6281,TB_BaconUps_047e,-703353927372693834,Fading Light,PALADIN,6,Increased Attack.
6282,TB_BaconUps_049,-6365244616179787694,Savannah Highmane,HUNTER,4,<b>Deathrattle:</b> Summon two 4/4 Hyenas.
6283,TB_BaconUps_049t,5618816926148611199,Hyena,HUNTER,4,
6284,TB_BaconUps_050,-7257037586259893484,Piloted Sky Golem,NEUTRAL,4,<b>Deathrattle:</b> Summon two random 4-Cost minions.
6285,TB_BaconUps_051,4211545857573476218,Ironhide Direhorn,DRUID,4,<b>Overkill:</b> Summon a 10/10_Ironhide Runt.
6286,TB_BaconUps_051t,-5437619428870579048,Ironhide Runt,DRUID,4,
6287,TB_BaconUps_052,-5230590788264496294,Sated Threshadon,NEUTRAL,4,<b>Deathrattle:</b> Summon three 2/2 Murlocs.
6288,TB_BaconUps_052t,-6157800933890041574,Primalfin,NEUTRAL,4,
6289,TB_BaconUps_053,-3448803675310737250,Siegebreaker,WARLOCK,4,"<b>Taunt</b>
Your other Demons have +2 Attack."
6290,TB_BaconUps_053e,1879615678218996283,Siegebreaking,WARLOCK,6,Siegebreaker is granting this minion +2 Attack.
6291,TB_BaconUps_055,-4537765737156066485,Baron Rivendare,NEUTRAL,4,Your minions trigger their <b>Deathrattles</b> three times.
6292,TB_Baconups_055e,2361833819090306392,Rivendare Deathrattle,NEUTRAL,6,Your minions trigger their <b>Deathrattles</b> three times.
6293,TB_BaconUps_057,2200472256132089154,Ghastcoiler,PRIEST,4,"<b>Deathrattle:</b> Summon
4 random <b>Deathrattle</b> minions."
6294,TB_BaconUps_058,-5737704404993314422,The Boogeymonster,NEUTRAL,4,"Whenever this attacks and kills a minion, gain +4/+4."
6295,TB_BaconUps_058e,-3241349597521161914,Tasty!,NEUTRAL,6,Increased stats.
6296,TB_BaconUps_059,-2070142198303118182,Voidlord,WARLOCK,4,"[x]<b>Taunt</b>
 <b>Deathrattle:</b> Summon three
2/6 Demons with <b>Taunt</b>."
6297,TB_BaconUps_059t,-5829131756535556451,Voidwalker,WARLOCK,4,<b>Taunt</b>
6298,TB_BaconUps_060,238626677012254486,Mal'Ganis,WARLOCK,4,"Your other Demons have +4/+4.
Your hero is <b>Immune</b>."
6299,TB_BaconUps_060e,5061034113910061020,Grasp of Mal'Ganis,WARLOCK,6,Mal'Ganis is granting +4/+4.
6300,TB_BaconUps_061,-5312430335631518363,Rockpool Hunter,NEUTRAL,4,<b>Battlecry:</b> Give a friendly Murloc +2/+2.
6301,TB_BaconUps_061e,2424454166752569901,Trained,NEUTRAL,6,+2/+2
6302,TB_BaconUps_062,5969044995420776148,Nathrezim Overseer,NEUTRAL,4,<b>Battlecry:</b> Give a friendly Demon +4/+4.
6303,TB_BaconUps_062e,4083659709643609015,Impish,NEUTRAL,6,+4/+4.
6304,TB_BaconUps_063,7095078868325622849,Zoobot,NEUTRAL,4,"<b>Battlecry:</b> Give a random friendly Beast, Dragon, and Murloc +2/+2."
6305,TB_BaconUps_063e,-4413952946700328500,Well Fed,NEUTRAL,6,+2/+2.
6306,TB_BaconUps_064,3389936981896058316,Coldlight Seer,NEUTRAL,4,<b>Battlecry:</b> Give your other Murlocs +4 Health.
6307,TB_BaconUps_064e,4763315105715621422,Mrghlglhal,NEUTRAL,6,+4 Health.
6308,TB_BaconUps_066,-83559462614060355,Metaltooth Leaper,HUNTER,4,<b>Battlecry:</b> Give your other Mechs +4 Attack.
6309,TB_BaconUps_066e,322712696915794860,Metal Teeth,HUNTER,6,+4 Attack.
6310,TB_BaconUps_068,892379455606314993,Houndmaster,HUNTER,4,<b>Battlecry:</b> Give a friendly Beast +4/+4 and <b>Taunt</b>.
6311,TB_BaconUps_068e,-3925364580768786404,Master's Presence,HUNTER,6,+4/+4 and <b>Taunt</b>.
6312,TB_BaconUps_069,-3586545271665798297,Screwjank Clunker,WARRIOR,4,<b>Battlecry:</b> Give a friendly Mech +4/+4.
6313,TB_BaconUps_069e,1707711355666830308,Screwy Jank,WARRIOR,6,+4/+4.
6314,TB_BaconUps_070,-6165038713226673939,Crystalweaver,WARLOCK,4,<b>Battlecry:</b> Give your Demons +2/+2.
6315,TB_BaconUps_070e,2414073026803298424,Serrated Shadows,NEUTRAL,6,+2/+2.
6316,TB_BaconUps_072,-5707089654706950287,Strongshell Scavenger,DRUID,4,<b>Battlecry:</b> Give your <b>Taunt</b> minions +4/+4.
6317,TB_BaconUps_072e,8696103373607801624,Strongshell,NEUTRAL,6,+4/+4.
6318,TB_BaconUps_073,-1969678420806122247,Menagerie Magician,NEUTRAL,4,"<b>Battlecry:</b> Give a random friendly Beast, Dragon, and Murloc +4/+4."
6319,TB_BaconUps_073e,-7878637765957676292,A Simple Trick,NEUTRAL,6,+4/+4.
6320,TB_BaconUps_074,2881634729881144491,Virmen Sensei,DRUID,4,<b>Battlecry:</b> Give a friendly Beast +4/+4.
6321,TB_BaconUps_074e,7110495732484726866,Get Big,NEUTRAL,6,+4/+4.
6322,TB_BaconUps_075,-7497080769249538342,Soul Juggler,WARLOCK,4,"After a friendly Demon dies, deal 3 damage to a random enemy minion twice."
6323,TB_BaconUps_077,-3984068345532990140,Pogo-Hopper,ROGUE,4,"[x]<b>Battlecry:</b> Gain +4/+4 for
each other Pogo-Hopper
you played this game."
6324,TB_BaconUps_077e,2209879335350340787,Kinetic Energy,ROGUE,6,Increased stats.
6325,TB_BaconUps_079,9217087777509767350,Wrath Weaver,NEUTRAL,4,"After you play a Demon, deal 1 damage to your hero and gain +4/+4."
6326,TB_BaconUps_079e,9141079677093715163,Wrath Woven,NEUTRAL,6,Increased stats.
6327,TB_BaconUps_080,-5507533026053667387,Sneed's Old Shredder,NEUTRAL,4,<b>Deathrattle:</b> Summon 2 random <b>Legendary</b> minions.
6328,TB_BaconUps_082,-1193844365055952898,Lightfang Enforcer,NEUTRAL,4,"[x]At the end of your turn,
give a random friendly Mech,
Murloc, Beast, Demon,
and Dragon +4/+2."
6329,TB_BaconUps_082e,-6891233318683290413,Blessed,ROGUE,6,Increased stats.
6330,TB_BaconUps_083,-1941001511750100448,Annihilan Battlemaster,NEUTRAL,4,<b>Battlecry:</b> Gain +2 Health for each damage_your hero has taken.
6331,TB_BaconUps_084,6489951709011489458,Gentle Megasaur,NEUTRAL,4,<b>Battlecry:</b> <b>Adapt</b> your_Murlocs twice.
6332,TB_BaconUps_085,4771208370467416234,"Goldrinn, the Great Wolf",NEUTRAL,4,<b>Deathrattle:</b> Give your Beasts +8/+8.
6333,TB_BaconUps_085e,108431948269079821,Soul of the Beast,NEUTRAL,6,+8/+8.
6334,TB_BaconUps_086,8739518041349727666,Pack Leader,NEUTRAL,4,"Whenever you summon a Beast, give it +6 Attack."
6335,TB_BaconUps_086e,8771363128262076630,Feral Calling,NEUTRAL,6,+6 Attack.
6336,TB_BaconUps_087,-4565732407322035971,Kangor's Apprentice,NEUTRAL,4,<b>Deathrattle</b>: Summon the first 4 friendly Mechs that died this combat.
6337,TB_BaconUps_088,763456593379442145,Dire Wolf Alpha,NEUTRAL,4,Adjacent minions have +2_Attack.
6338,TB_BaconUps_088e,1295532128825392310,Strength of the Pack,NEUTRAL,6,+2 Attack from {0}.
6339,TB_BaconUps_089,-3400862393431238,Primalfin Lookout,NEUTRAL,4,"<b>Battlecry:</b> If you control another Murloc, <b>Discover</b> two_Murlocs."
6340,TB_BaconUps_090,8061281206979807474,Mama Bear,NEUTRAL,4,"Whenever you summon a Beast, give it +10/+10."
6341,TB_BaconUps_090e,-5376478099752735392,Rampage,NEUTRAL,6,+10/+10.
6342,TB_BaconUps_091,-5381731183725836123,Zapp Slywick,NEUTRAL,4,"[x]<b>Mega-Windfury</b>
This minion always attacks
the enemy minion with
the lowest Attack."
6343,TB_BaconUps_093,7063018381645144599,Alleycat,HUNTER,4,<b>Battlecry:</b> Summon a 2/2_Cat.
6344,TB_BaconUps_093t,-7275201508260491467,Tabbycat,HUNTER,4,
6345,TB_BaconUps_094,4236761872743430722,Micro Machine,NEUTRAL,4,"At the start of each turn, gain +2 Attack."
6346,TB_BaconUps_094e,282737566857349150,Pistons,NEUTRAL,6,Increased Attack.
6347,TB_BaconUps_095,-3508629509865872236,Shifter Zerus,NEUTRAL,4,"Each turn this is in your hand, transform it into a random minion."
6348,TB_BaconUps_095e,-3258556072382154500,Shifting,NEUTRAL,6,Transforming into random minions.
6349,TB_BaconUps_099,8444886088277746494,Annoy-o-Module,PALADIN,4,"<b>Magnetic</b>
<b>Divine Shield</b>
<b>Taunt</b>"
6350,TB_BaconUps_099e,4887258536542159273,Annoy-o-Module,PALADIN,6,"<b>Taunt</b>, <b>Divine Shield</b>."
6351,TB_BaconUps_100,199840883737162666,King Bagurgle,NEUTRAL,4,<b>Battlecry and Deathrattle:</b> Give your other Murlocs +4/+4.
6352,TB_BaconUps_100e,-2680086677835631603,Bagurgled,NEUTRAL,6,Increased stats.
6353,TB_BaconUps_101,-8288076523901765179,Floating Watcher,WARLOCK,4,"Whenever your hero takes damage on your turn, gain +4/+4."
6354,TB_BaconUps_101e,-4782486653252714872,Brow Furrow,WARLOCK,6,Increased stats.
6355,TB_BaconUps_102,-1759919399414672935,Red Whelp,NEUTRAL,4,"[x]<b>Start of Combat:</b> Deal
1 damage per friendly
Dragon to one random
enemy minion twice."
6356,TB_BaconUps_103,-6707534264416799920,Herald of Flame,WARRIOR,4,"<b>Overkill:</b> Deal 6 damage
to the left-most enemy minion."
6357,TB_BaconUps_104,3245988037162911425,Hangry Dragon,NEUTRAL,4,"[x]At the start of your turn,
gain +4/+4 if you won
the last combat."
6358,TB_BaconUps_104e,4920668592492366094,Well Fed,NEUTRAL,6,Increased stats.
6359,TB_BaconUps_105,-1042110808578415929,Waxrider Togwaggle,NEUTRAL,4,"Whenever a friendly Dragon kills an enemy, gain +4/+4."
6360,TB_BaconUps_105e,7542529317564106214,Dragon Wax,NEUTRAL,6,Increased stats.
6361,TB_BaconUps_106,3691395476242970806,"Razorgore, the Untamed",NEUTRAL,4,"At the end of your turn, gain +2/+2 for each Dragon you have."
6362,TB_BaconUps_106e,-4994017158344483192,Dragonlust,NEUTRAL,6,Increased stats.
6363,TB_BaconUps_107,-9112724158144700187,Steward of Time,NEUTRAL,4,"When you sell this minion, give all minions in Bob's Tavern +2/+2."
6364,TB_BaconUps_107e,7872053376783913108,Time Dilation,NEUTRAL,6,+2/+2.
6365,TB_BaconUps_108,5798136377815015662,Twilight Emissary,NEUTRAL,4,"<b>Taunt</b>
<b>Battlecry:</b> Give a friendly Dragon +4/+4."
6366,TB_BaconUps_108e,3547474299208037169,Twilight Embrace,NEUTRAL,6,+4/+4.
6367,TB_BaconUps_109,389750007424903711,"Kalecgos, Arcane Aspect",NEUTRAL,4,"After you play a minion with <b>Battlecry</b>, give your Dragons +2/+2."
6368,TB_BaconUps_109e,-4299522852922014604,Arcane Aspect,NEUTRAL,6,Increased stats.
6369,TB_BaconUps_110,6247994873891739644,Murozond,NEUTRAL,4,"[x]<b>Battlecry:</b> Add a minion
from your last opponent's
warband to your hand.
Make it Golden!"
6370,TB_BaconUps_112,1842558013787516093,Fiendish Servant,WARLOCK,4,"[x]<b>Deathrattle:</b> Give this
minion's Attack to a random
friendly minion twice."
6371,TB_BaconUps_113,5756669087605407357,Imprisoner,NEUTRAL,4,"<b>Taunt</b>
<b>Deathrattle:</b> Summon a 2/2 Imp."
6372,TB_BaconUps_115,-6563380917664407855,Glyph Guardian,MAGE,4,"Whenever this attacks, triple its Attack."
6373,TB_BaconUps_115e,-7805216946387347889,Cold Breath,NEUTRAL,6,Multiplying Attack.
6374,TB_BaconUps_116,4422626704130263493,Imp Mama,WARLOCK,4,"[x]Whenever this minion
takes damage, summon
2 random Demons and
give them <b>Taunt</b>."
6375,TB_BaconUps_117,-3025496404780745416,Drakonid Enforcer,NEUTRAL,4,"After a friendly minion loses <b>Divine Shield</b>, gain_+4/+4."
6376,TB_BaconUps_117e,8401668991471218297,Divinity,NEUTRAL,6,Increased stats.
6377,TB_BaconUps_118,6949053286694216534,Unstable Ghoul,NEUTRAL,4,"<b>Taunt</b>
<b>Deathrattle:</b> Deal 1 damage to all minions twice."
6378,TB_BaconUps_119,586451350510785783,Master Demonologist,NEUTRAL,4,"Whenever you summon a Demon, gain +2/+2."
6379,TB_BaconUps_119e,6258983928583156094,Demonic Fury,NEUTRAL,6,Increased stats.
6380,TB_BaconUps_120,5860775134606654805,Cobalt Scalebane,NEUTRAL,4,"At the end of your turn, give another random friendly minion +6 Attack."
6381,TB_BaconUps_120e,-4447036483904397523,Dragonscales,NEUTRAL,6,Attack increased.
6382,TB_BlingBrawl_Blade1e,8027221557440723886,Blingtron's Blade,NEUTRAL,6,"When this breaks, randomly summon a new weapon."
6383,TB_BlingBrawl_Blade2e,-8637995459516292761,Blingtron's Blade HERO,NEUTRAL,6,
6384,TB_BlingBrawl_Hero1e,-956081297286653353,Sharpened,ROGUE,6,+1 Attack
6385,TB_BlingBrawl_Hero1p,8414063523526499117,Sharpen,ROGUE,10,"<b>Hero Power</b>
Increase your weapon's attack by 1"
6386,TB_BlingBrawl_Weapon,-8720933034734916520,Foam Sword,NEUTRAL,7,
6387,TB_Blizzcon2016_GoonsEnchant,-3286614472534541725,The Grimy Goons,NEUTRAL,6,
6388,TB_Blizzcon2016_KabalEnchant,557500640297378499,The Kabal,NEUTRAL,6,
6389,TB_Blizzcon2016_LotusEnchant,-959774306847579915,The Jade Lotus,NEUTRAL,6,
6390,TB_BoomAnnoy_001e,-8058087603893452776,Loves Annoy-o-tron,NEUTRAL,6,+2/+2.
6391,TB_BoomBotFestival_001e,7726714724835717919,Boom Bot Attached,NEUTRAL,6,<b>Deathrattle:</b> Deal 1-4 damage to a random enemy.
6392,TB_BossBattle_KoboldHP,3580786614241184081,Magic Candle,NEUTRAL,10,"<b>Hero Power</b>
Find a Treasure!"
6393,TB_BossRumble001hpe,-2202668800311550928,Smuggling,NEUTRAL,6,+2/+2 from Han'Cho
6394,TB_BossRumble_001,-2064344782954180539,Han'Cho,PALADIN,3,
6395,TB_BossRumble_001hp,-2083192821775090704,Smuggle,NEUTRAL,10,"<b>Hero Power</b>
Give a random minion in your hand +2/+2"
6396,TB_BossRumble_002,-8796264182817865930,Aya Blackpaw,DRUID,3,
6397,TB_BossRumble_002hp,9075001014820251191,Construct Golem,NEUTRAL,10,"<b>Hero Power</b>
Summon a {0} <b>Jade Golem</b>.@Summon a <b>Jade Golem</b>."
6398,TB_BossRumble_003,65075901799994867,Kazakus,MAGE,3,
6399,TB_BossRumble_003hp,7108007938553717973,Brew Potion,NEUTRAL,10,"<b>Hero Power</b>
Add a random Potion to your hand."
6400,TB_BountyHunt_Azalina,7123804545362812856,Azalina Soulthief,WARLOCK,3,"[x]<i>Her children's safety
is her top priority.
At any cost.</i>"
6401,TB_BountyHunt_BloodWitch,-6916951588289759394,Blood Witch Gretta,WARLOCK,3,<i>Magic is powerful in her grove… but it comes at a cost.</i>
6402,TB_BountyHunt_Brushwood,3858766126473148652,Brushwood Centurion,WARRIOR,3,<i>This once-stalwart defender of the woods now sows chaos.</i>
6403,TB_BountyHunt_Chupacabran,-1902377504148366385,Chupacabran,DRUID,3,<i>It used to feed on local livestock. Now it hungers for more.</i>
6404,TB_BountyHunt_Consume,383596669918390723,Consume,NEUTRAL,10,"<b>Hero Power</b>
Destroy a friendly minion, then draw 3 cards."
6405,TB_BountyHunt_Experiment3C,2888414829764490560,Experiment 3C,SHAMAN,3,<i>It's a Murloc! It's a Dragon! It's... everything?</i>
6406,TB_BountyHunt_Hypnotize,7742165165351422081,Hypnotize,NEUTRAL,10,"[x]<b>Hero Power</b>
Each player shuffles their
hand into their deck and
draws that many cards."
6407,TB_BountyHunt_Shudderwock,4640033569091969523,Shudderwock,WARLOCK,3,"[x]<i>And 'lo in uffish
thought he stood, crying
""Battle"" in the wood.</i>"
6408,TB_BountyHunt_Wharrgarbl,-695182958984756154,Wharrgarbl,SHAMAN,3,<i>The Witchwood's curse has not been kind to the local Murlocs.</i>
6409,TB_BountyHunt_Winslow,477173408480590579,Winslow Tobtock,PRIEST,3,<i>His tricks will leave you both in a daze.</i>
6410,TB_BountyHunter_Plaguemaster,7229501477485645125,Plaguemaster Rancel,WARLOCK,3,<i>Dying to his touch is terrible. Living is even_worse.</i>
6411,TB_BRMA01_2H_2,-207679323741888231,Pile On!!!,NEUTRAL,10,"<b>Hero Power</b>
Put a minion from each deck into the battlefield."
6412,TB_BRMA10_3H,184103044777058098,The Rookery,NEUTRAL,10,"<b>Hero Power</b>
Give all Corrupted Eggs +1 Health, then summon one."
6413,TB_BuildaBoss_001,-4666020966782302982,Catacomb Boss,NEUTRAL,3,
6414,TB_BuildaBoss_404p,-6385898782848441758,Toxic Fumes,NEUTRAL,10,"<b>Hero Power</b>
Deal 1 damage to all minions."
6415,TB_BuildSeededDeck,2572055316547430651,Build a seeded deck please!,NEUTRAL,5,Build a Deck!
6416,TB_BuildStarterDeck,-7958599414066579163,Build a Dungeon Run starter deck please!,NEUTRAL,5,Build a Deck!
6417,TB_Carousel_EnchA,-8401909746987853711,Carousel Enchant A - Not Player Facing,NEUTRAL,6,Rotate Minions
6418,TB_Carousel_EnchB,-4782624193325831011,Carousel Enchant B - Not Player Facing,NEUTRAL,6,Rotate Minions
6419,TB_Carousel_SpawnDreadSteed,7732644718003270184,Summon Dreadsteeds,DRUID,5,Dreadsteeds
6420,TB_Carousel_SpellA,-9051733543496795770,Carousel Spell A - Not Player Facing,NEUTRAL,5,Rotate Minions
6421,TB_Carousel_SpellB,-85460099795116794,Carousel Spell B - Not Player Facing,NEUTRAL,5,Rotate Minions
6422,TB_Champs_EX1_145,-3363676649469067727,Preparation,ROGUE,5,The next spell you cast this turn costs (3) less.
6423,TB_Champs_EX1_145e,3091223788554376881,Preparation,NEUTRAL,6,The next spell you cast this turn costs (3) less.
6424,TB_Champs_EX1_145o,-763374654749862750,Preparation,ROGUE,6,The next spell you cast this turn costs (3) less.
6425,TB_Champs_GetChampsDeckID,4633991289059464555,Get Champs DeckID,NEUTRAL,5,Reset Your Deck
6426,TB_Champs_KeepWinnerDeck_Choice,-4689438190065811119,Innkeeper Tools - Reset Session,NEUTRAL,6,Reset the brawl or play as normal
6427,TB_Champs_KeepWinnerDeck_IK,8954934283147363793,Reset Champs Decks,NEUTRAL,6,"As the Innkeeper, you can reset your Fireside Brawl's decks."
6428,TB_Champs_KeepWinnerDeck_Reset,-2929209074180243573,Reset Decks,NEUTRAL,5,"Everyone gets a new deck, next game."
6429,TB_CheaterChess_Black,-474264851898753926,Castle,NEUTRAL,10,"<b>Hero Power</b>
<b>Discover</b> a chess piece."
6430,TB_Chupacabran_HP,-4525637879423778368,Bloodthirst,NEUTRAL,10,"<b>Hero Power</b>
Give a friendly minion +1/+1 and <b>Lifesteal</b>."
6431,TB_Chupacabran_HP_E,8174176772107854666,Bloodthirsty,NEUTRAL,6,Increased stats and <b>Lifesteal.</b>
6432,TB_ckBuildDeck_Dalaran,-7878970208804547111,Build a Deck Please!,NEUTRAL,5,Build a Deck!
6433,TB_ClassRandom_Druid,-3465340573400929689,Second Class: Druid,DRUID,5,Add Druid cards to your deck.
6434,TB_ClassRandom_Hunter,-4849039620329307535,Second Class: Hunter,HUNTER,5,Add Hunter cards to your deck.
6435,TB_ClassRandom_Mage,8441255312445437014,Second Class: Mage,MAGE,5,Add Mage cards to your deck.
6436,TB_ClassRandom_Paladin,-2717652307866356683,Second Class: Paladin,PALADIN,5,Add Paladin cards to your deck.
6437,TB_ClassRandom_Pick2nd_100th,-6803389599853690304,Pick your second class,NEUTRAL,6,
6438,TB_ClassRandom_PickSecondClass,5340167380423846603,Pick your second class,NEUTRAL,6,
6439,TB_ClassRandom_Priest,427953278668083001,Second Class: Priest,PRIEST,5,Add Priest cards to your deck.
